,Artist,Title,emotion,calm,sorrow,power,joy,romance
304,Taylor Swift,evermore,calm,0.14651772,0.95,0.22450794,0.621218,0.00096666
305,Taylor Swift,peace,calm,0.8,0.2,0.12145133,0.22670618,0.473355
306,Taylor Swift,mirrorball,calm,0.05,0.6,0.004384786,0.8271847,0.2
307,Taylor Swift,Cornelia Street,calm,0.25,0.94224083,0.15,0.15,0.25
308,Taylor Swift,Daylight,calm,0.006768571,0.40492672,0.016991861,0.006080515,0.5652323
309,Taylor Swift,the lakes,calm,0.864494,0.3,0.25,0.038410366,0.15
310,Taylor Swift,New Year's Day,calm,0.6,0.05,0.003541334,0.3,0.9469544
311,Taylor Swift,dorothea,calm,0.45,0.35,0.05,0.79136914,0.15
312,Taylor Swift,Clean,calm,0.101958245,0.0864126,0.009945648,0.79619646,0.2
313,Taylor Swift,It's Nice to Have a Friend,calm,0.25,0.55,0.001694369,0.9249199,0.004167927
314,Taylor Swift,Safe & Sound,calm,0.9349323,0.3,0.05,0.05,0.1
315,Taylor Swift,If You're Anything Like Me [Poem],calm,0.021761933,0.6821856,0.4,0.1,0.4
316,Taylor Swift,Untouchable,calm,0.35,0.2,0.000713639,0.3,0.9929537
317,Taylor Swift,Unreleased Songs [Discography List],calm,0.2178998,0.15,0.6,0.64476,0.1
318,Taylor Swift,A Place In This World,calm,0.12131055,0.4,0.052749783,0.2,0.447701
319,Taylor Swift,Sweet Tea and God's Graces,calm,0.25,0.1,0.2,0.6780308,0.35
320,Taylor Swift,Clean Speeches,calm,0.010813949,0.55,0.2,0.8436889,0.2
321,Taylor Swift,Silent Night,calm,0.3522021,0.001793305,0.21462935,0.42862552,0.002749653
322,Taylor Swift,White Christmas,calm,0.098039216,0.274509804,0.019607843,0.9704212,0.039215686
323,Taylor Swift,Never Mind,calm,0.028571429,0.6,0.228571429,0.114285714,0.9335541
324,Taylor Swift,Delicate Speeches,calm,0.25,0.12779416,0.4910416,0.3120885,0.3
325,Taylor Swift,30 Things I Learned Before Turning 30,calm,0.011043444,0.25,0.7,0.8531044,0.08253291
326,Taylor Swift,The Diary of Me,calm,0.84110755,0.05,0.018129736,0.65,0.15
327,Taylor Swift,Welcome Distraction,calm,0.4376296,0.19182567,0.3,0.115231544,0.5
328,Taylor Swift,You Don't Have To Call  Me,calm,0.25,0.6463533,0.1,0.004586241,0.3166288
329,Taylor Swift,The Trick to Holding On [Poem],calm,0.83023155,0.07292298,0.2,0.1,0.65
330,Taylor Swift,Your Anything,calm,0.15,0.45,0.020080717,0.119543225,0.85163444
331,Taylor Swift,All Night Diner,calm,0.5830071,0.3,0.5,0.20421818,0.044891108
332,Taylor Swift,Am I Ready for Love,calm,0.019732594,0.25,0.25,0.4,0.9055704
333,Taylor Swift,Tell Me,calm,0.002979761,0.1675115,0.05,0.25,0.81116885
334,Taylor Swift,Folklore [Foreword],calm,0.35,0.2,0.035248816,0.6918276,0.45
335,Taylor Swift,Monologue Song (La La La),calm,0.19899337,0.037202965,0.25,0.70826334,0.65
336,Taylor Swift,cardigan (cabin in candlelight version),calm,0.75,0.25,0.009654501,0.36802357,0.55770344
337,Taylor Swift,The Making Of A Song - Gorgeous',calm,0.003716244,0.1,0.45,0.32092834,0.66485167
338,Taylor Swift,Writing Songs About You,calm,0.1,0.4,0.2,0.25,0.96253246
339,Taylor Swift,Just South of Knowing Why,calm,0.22666743,0.5001782,0.05,0.15,0.2
340,Taylor Swift,Ten Dollars And A Six Pack,calm,0.9,0.004712238,0.006727525,0.11600255,0.86813486
341,Taylor Swift,Smokey Black Nights,calm,0.02962282,0.15,0.1,0.55,0.8497785
342,Taylor Swift,Better Off,calm,0.3,0.55,0.05,0.5881831,0.3819196
343,Taylor Swift,Gracie,calm,0.65,0.012787256,0.25,0.85061634,0.10008411
344,Taylor Swift,A Place In This World (Live from SoHo),calm,0.024778698,0.05,0.05,0.9,0.07483283
345,Taylor Swift,My Turn To Be Me,calm,0.05062192,0.2946247,0.027317671,0.4,0.59480375
346,Taylor Swift,The Future of Music Is a Love Story,calm,0.75503683,0.3,0.0951051,0.3,0.4
347,Taylor Swift,You Do,calm,0.002451774,0.25,0.1,0.65,0.97939634
348,Taylor Swift,My Cure,calm,0.017620472,0.6,0.3,0.1,0.8955603
349,Taylor Swift,Firefly,calm,0.1,0.002463971,0.5,0.1,0.9930264
350,Taylor Swift,Honey Baby,calm,0.85,0.15,0.000639288,0.01251897,0.98093057
351,Taylor Swift,Riptide,calm,0.2,0.7,0.05,0.96510726,0.05
352,Taylor Swift,Breathless,calm,0.05,0.75,0.05,0.1,0.5772396
353,Taylor Swift,What To Wear,calm,0.1947597,0.25,0.15,0.73788846,0.6
354,Taylor Swift,Closest To A Cowboy,calm,0.05,0.09896562,0.038345646,0.5678682,0.55
355,Taylor Swift,Point of View,calm,0.181818182,0.090909091,0.181818182,0.8770174,0.090909091
356,Taylor Swift,Who I've Always Been,calm,0.11078931,0.25,0.25,0.4802203,0.33739135
357,Taylor Swift,That's Life,calm,0.5054071,0.1,0.15,0.7,0.11687561
358,Taylor Swift,I Used To Fly,calm,0.01718132,0.54608023,0.14968115,0.65,0.2818468
359,Taylor Swift,I Forgot That You Existed (Piano/Vocal),calm,0.45497867,0.2,0.05,0.4723494,0.5
360,Taylor Swift,Nothin' New,calm,0.4,0.55,0.118047096,0.050348777,0.716611
361,Taylor Swift,Mandolin,calm,0.35,0.05,0.001966491,0.99150544,0.2
362,Taylor Swift,I'm Looking Out For You,calm,0.45,0.5,0.009888658,0.005309534,0.8316903
363,Taylor Swift,Rain Song,calm,0.5,0.35,0.000882587,0.05,0.98031104
364,Taylor Swift,This Here Guitar,calm,0.060293738,0.25,0.15182105,0.65,0.29911423
365,Taylor Swift,Clean/Long Live/New Year's Day,calm,0.082697056,0.2,0.35,0.8920514,0.25
366,Taylor Swift,Cornelia Street (Live from Paris),calm,0.3,0.94224083,0.05,0.5,0.05
367,Taylor Swift,Daylight (Live from Paris),calm,0.45,0.4073553,0.1,0.05,0.558082
368,Taylor Swift,the lakes (the long pond studio sessions),calm,0.584499,0.3130066,0.3,0.25,0.002890303
369,Taylor Swift,mirrorball (the long pond studio sessions),calm,0.15,0.8,0.05,0.8271847,0.12209636
370,Taylor Swift,invisible string (the long pond studio sessions),calm,0.45,0.2,0.002995789,0.80339247,0.1
371,Taylor Swift,peace (the long pond studio sessions),calm,0.25,0.75,0.046108544,0.25819638,0.65217036
372,Taylor Swift,Untouchable (Live from Clear  Channel Stripped 2008),calm,0.6,0.15,0.000943513,0.15,0.9888165
373,Taylor Swift,Find you,calm,0.7454399,0.25,0.15,0.16537459,0.6
374,Lady Gaga,"Retro, Dance, Freak",joy,0.016666667,0.316666667,0.55,0.97249484,0.033333333
375,Post Malone,Git Wit U,joy,0.016438382,0.020833333,0.354166667,0.87725234,0.166666667
376,Selena Gomez,Praise You,joy,0.016666667,0.216666667,0.066666667,0.433333333,0.9596605
377,Selena Gomez,Bidi Bidi Bom Bom,joy,0.005380006,0.066666667,0.233333333,0.86571956,0.383333333
378,Nicki Minaj,Beam Me Up Scotty,joy,0.008443555,0.06831897,0.55,0.48258215,0.1
379,Selena Gomez,Birthday,joy,0.004797773,0.014172478,0.383333333,0.383333333,0.8627062
380,Justin Bieber,Love Me,joy,0.016666667,0.008586628,0.1,0.266666667,0.98791677
381,Eminem,Shake That,joy,0.008975999,0.116666667,0.616666667,0.9630117,0.05
382,Maroon 5,New Love,joy,0.00203841,0.016666667,0.216666667,0.683333333,0.992949
383,Selena Gomez,Souvenir,joy,0.070614085,0.148148148,0.074074074,0.537037037,0.5178316
384,Eminem,2012 Something From Nothing: Art of Rap Freestyle,joy,0.008354347,0.000979337,0.071428571,0.9782613,0.142857143
385,Justin Bieber,What’s Hatnin’,joy,0.00925581,0.15,0.016666667,0.9748377,0.116666667
386,Lady Gaga,Orange Colored Sky (Live),joy,0.016841607,0.001321164,0.05,0.9635841,0.55
387,Lady Gaga,Love Game/Poker Face - Medley - Live at MMVA 09,joy,0.007354508,0.009335725,0.116666667,0.8,0.7805075
388,Eminem,I Get Money,joy,0.017177658,0.003069842,0.80000824,0.566666667,0.133333333
389,Eminem,First Word Freestyle,joy,0.058983337,0.004103423,0.57125217,0.953488372,0.000713912
390,Taylor Swift,Here You Come Again,joy,0.066666667,0.083333333,0.066666667,0.75,0.96874636
391,Maroon 5,Don’t Wanna Know,joy,0.004753078,0.15,0.116666667,0.616666667,0.8984431
392,Eminem,Pooh Butt Day,joy,0.166666667,0.007310895,0.15598918,0.833333333,0.000456154
393,Selena Gomez,Come & Get It (DJ M3 Mixshow Extended Remix),joy,0.9168045,0.003425435,0.083333333,0.383333333,0.533333333
394,Eminem,The Real Slim Shady,joy,0.037975073,0.31704566,0.6,0.35,0.05
395,Lady Gaga,HIGH NIGHT,joy,0.055620015,0.033333333,0.666666667,0.37227112,0.1
396,Taylor Swift,Our Song,joy,0.005719625,0.133333333,0.4,0.183333333,0.90936035
397,Eminem,Mancow (Freestyle),joy,0.006863224,0.2,0.58836687,0.583333333,0.05
398,Eminem,Off The Dome Freestyle,joy,0.017372807,0.02,0.68554586,0.86,0.1
399,Selena Gomez,All Night Long,joy,0.033333333,0.016666667,0.216666667,0.8371865,0.6
400,Eminem,8 Mile: Sweet Home Alabama Freestyle,joy,0.010443686,0.045790464,0.21645851,0.807017544,0.175438596
401,Nicki Minaj,Pound the Alarm (music video),joy,0.016666667,0.05,0.15,0.9704836,0.383333333
402,Eminem,Eminem Freestyle (Hollywood Homicide),joy,0.005661707,0.083333333,0.81391,0.6,0.066666667
403,Selena Gomez,Congratulations to Me,joy,0.008674406,0.060606061,0.363636364,0.93891853,0.212121212
404,Nicki Minaj,Woohoo,joy,0.016666667,0.016666667,0.516666667,0.97207075,0.366666667
405,Lady Gaga,Do What U Want (Steven Redant Barcelona Remix),joy,0.016112506,0.016666667,0.6161359,0.36010742,0.633333333
406,Justin Bieber,Intentions,joy,0.19100153,0.038454093,0.083333333,0.833333333,0.49300152
407,Taylor Swift,Happy Voting! 🗳😃🌈,joy,0.26397336,0.233333333,0.183333333,0.54965955,0.15
408,Nicki Minaj,Easy,joy,0.00384746,0.016666667,0.466666667,0.95816684,0.066666667
409,Eminem,Crackers And Cheese,joy,0.012431451,0.05,0.7949553,0.18576711,0.033333333
410,Lady Gaga,Grigio Girls,joy,0.119007014,0.14240849,0.033333333,0.6974851,0.633333333
411,Eminem,Kurt Loder Car Freestyle,joy,0.058529995,0.016666667,0.37626037,0.933333333,0.000691405
412,Maroon 5,Lovely Day,joy,0.583333333,0.016666667,0.000952767,0.4,0.986912
413,Taylor Swift,Speak Now (Live/2011),joy,0.8741681,0.166666667,0.183333333,0.216666667,0.433333333
414,Maroon 5,Love Somebody,joy,0.016666667,0.033333333,0.066666667,0.45,0.9815715
415,Eminem,FACK,joy,0.009952446,0.001783116,0.36893374,0.6155176,0.283333333
416,Eminem,Hip Hop,joy,0.133333333,0.05,0.65,0.9837577,0.000943023
417,Nicki Minaj,Pound the Alarm,joy,0.016666667,0.05,0.15,0.97771454,0.383333333
418,Eminem,Without Me (A Cappella),joy,0.019942874,0.033333333,0.018813392,0.9555981,0.1
419,Taylor Swift,Sugar,joy,0.30872023,0.016666667,0.005679639,0.916666667,0.12609641
420,Eminem,My Dad’s Gone Crazy,joy,0.09261105,0.033333333,0.38866258,0.7,0.083333333
421,Taylor Swift,Ours,joy,0.133333333,0.283333333,0.033333333,0.5,0.8753093
422,Eminem,Just Lose It,joy,0.004828752,0.016666667,0.016666667,0.98812973,0.05
423,Billie Eilish,​another stupid song*,joy,0.066666667,0.93999106,0.002944877,0.916666667,0.04229293
424,Justin Bieber,Baby’s In Love,joy,0.015945297,0.004583993,0.220338983,0.491525424,0.8537093
425,Eminem,Without Me,joy,0.015703216,0.002257263,0.733333333,0.9242254,0.083333333
426,Selena Gomez,Come & Get It (Dave Audio Club Remix),joy,0.7859584,0.033333333,0.11359123,0.3,0.583333333
427,Selena Gomez,Same Old Love (Romos Remix),joy,0.09144409,0.7133296,0.166666667,0.433333333,0.233333333
428,Justin Bieber,Yummy (Country Remix),joy,0.02865653,0.05,0.166666667,0.94746417,0.1
429,Taylor Swift,Sweeter Than Fiction,joy,0.08938445,0.29672876,0.4,0.25,0.333333333
430,Billie Eilish,Hostage[aporia remix],joy,0.001137949,0.266666667,0.2,0.383333333,0.9893959
431,Eminem,DJ Fashion Freestyle,joy,0.020569595,0.083333333,0.25,0.8883906,0.066666667
432,Eminem,Eminem Music Videos,joy,0.216666667,0.12481181,0.183333333,0.72104996,0.08937557
433,Lady Gaga,Filthy Pop (Rob Fusari Version),joy,0.001256326,0.000203416,0.6,0.9945819,0.083333333
434,Eminem,Rhyme Time With Eminem,joy,0.037038565,0.027027027,0.459459459,0.9347105,0.000910175
435,Nicki Minaj,Pound the Alarm (Nicole Chen mix),joy,0.005492192,0.016666667,0.15,0.9704836,0.016666667
436,Taylor Swift,Dancing In The Dark / Livin' On A Prayer,joy,0.08380672,0.283333333,0.233333333,0.8238148,0.283333333
437,Post Malone,Wow. (Remix),joy,0.003128714,0.003216373,0.045550846,0.94574857,0.002355483
438,Nicki Minaj,Intro (Barbie World),joy,0.230769231,0.000622978,0.076923077,0.9655168,0.076923077
439,Eminem,Radio Freestyle 2,joy,0.017140444,0.009562668,0.233333333,0.9176424,0.266666667
440,Lady Gaga,Little Monsters,joy,0.116666667,0.016666667,0.216666667,0.8681811,0.2
441,Taylor Swift,Fearless (Live From Clear Channel Stripped 2008),joy,0.016666667,0.1,0.002980056,0.866666667,0.7703243
442,Eminem,Rap City Freestyle (Keeping It Raw),joy,0.016666667,0.083333333,0.9224522,0.666666667,0.016666667
443,Taylor Swift,Holy Ground,joy,0.05275471,0.05,0.05,0.927951,0.15
444,Maroon 5,It Was Always You,joy,0.016666667,0.166666667,0.066666667,0.433333333,0.9301984
445,Taylor Swift,I Forgot That You Existed,joy,0.003137702,0.105263158,0.280701754,0.175438596,0.9406781
446,Lady Gaga,Just Dance - Live at Cherrytree House Stripped Down Version,joy,0.007034174,0.048780488,0.003456933,0.9850463,0.12195122
447,Nicki Minaj,NickiWRLDTour (Visual Intro Europe),joy,0.005702061,0.00198758,0.1475701,0.916666667,0.033333333
448,Taylor Swift,Nashville (Live/2011),joy,0.08127059,0.25370517,0.31734434,0.7,0.03658946
449,Taylor Swift,Fifteen,joy,0.5798766,0.216666667,0.33972976,0.666666667,0.116666667
450,Post Malone,Drippin,joy,0.014158379,0.033333333,0.9312464,0.55,0.2
451,Eminem,1996 Underground Freestyle,joy,0.023255814,0.001429508,0.15833631,0.953488372,0.001282598
452,Selena Gomez,Slow Down (Chew Fu Refix),joy,0.031098215,0.05,0.166666667,0.8542532,0.5
453,Maroon 5,Girls Like You (Remix Live),joy,0.033333333,0.033333333,0.283333333,0.5,0.972423
454,Justin Bieber,One Dance (Remix),joy,0.003098606,0.05,0.133333333,0.666666667,0.9466911
455,Taylor Swift,happiness,joy,0.25,0.266666667,0.06765734,0.366666667,0.6973176
456,Taylor Swift,You Need To Calm Down,joy,0.034003135,0.2061704,0.48126546,0.25574735,0.589285714
457,Selena Gomez,Shake It Up (Theme Song) [Cole Plante Reboot Remix],joy,0.096866734,0.001019381,0.133333333,0.88569885,0.35
458,Eminem,Real Slim Shady (EDIT),joy,0.037298795,0.3908414,0.50834984,0.272727273,0.272727273
459,Taylor Swift,You Need To Calm Down (Live from Paris),joy,0.034003135,0.233333333,0.48126546,0.35,0.183333333
460,Eminem,My Name Is (Radio Edit),joy,0.00106997,0.000818294,0.233333333,0.9866961,0.033333333
461,Taylor Swift,I'm Only Me When I'm with You,joy,0.008487377,0.116666667,0.55,0.233333333,0.967992
462,Lady Gaga,Superstar (The Simpsons Song),joy,0.05655888,0.037037037,0.222222222,0.9014538,0.592592593
463,Eminem,Ass Like That,joy,0.008403542,0.001377725,0.15106341,0.833675,0.005480372
464,Selena Gomez,Same Old Love (Filous Remix),joy,0.20111117,0.116666667,0.166666667,0.5363237,0.383333333
465,Nicki Minaj,Pound the alarm - album edit,joy,0.004476849,0.153846154,0.010092098,0.9837372,0.538461538
466,Eminem,2004 Tim Westwood Freestyle,joy,0.02040223,0.083333333,0.8952268,0.583333333,0.05
467,Justin Bieber,Still Can’t Get Enough,joy,0.0046076,0.257142857,0.003511559,0.742857143,0.89018345
468,Taylor Swift,Stay Stay Stay / Ho Hey,joy,0.019446677,0.25475878,0.003822988,0.01076866,0.71120286
469,Selena Gomez,Slow Down (Paolo Ortelli & Luke Degree Remix),joy,0.028075013,0.083333333,0.016666667,0.66584146,0.383333333
470,Lady Gaga,Love Me Right,joy,0.053571429,0.196428571,0.089285714,0.267857143,0.82165146
471,Lady Gaga,Panty Party,joy,0.05,0.000362137,0.016666667,0.98826337,0.016666667
472,Nicki Minaj,2 Lit 2 Late Interlude,joy,0.018031728,0.2536806,0.160714286,0.5,0.36362782
473,Selena Gomez,Me & The Rhythm,joy,0.018694771,0.083333333,0.216666667,0.9281106,0.366666667
474,Selena Gomez,Same Old Love (Wuki Remix),joy,0.17146897,0.27184153,0.166666667,0.433333333,0.24440299
475,Eminem,We Made You (Digital Single Version),joy,0.05244451,0.05,0.733333333,0.92600083,0.15
476,Eminem,Wee Wee,joy,0.017857143,0.25,0.642857143,0.959543,0.001811961
477,Selena Gomez,Come & Get It (Cosmic Dawn Club Remix),joy,0.6493888,0.58490566,0.320754717,0.075471698,0.2957394
478,Lady Gaga,Million Reasons (Andrelli Remix),joy,0.033333333,0.31107202,0.233333333,0.15,0.66941935
479,Taylor Swift,London Boy,joy,0.002220902,0.05,0.466666667,0.9843007,0.216666667
480,Lady Gaga,What's Up (Live),joy,0.4142947,0.166666667,0.3172434,0.18988657,0.216666667
481,Eminem,Stuff To Never Rhyme (The Don’ts),joy,0.010362948,0.133333333,0.95476747,0.6,0.15
482,Eminem,Just Rhymin’ with Proof,joy,0.012041989,0.3,0.895607,0.08262255,0.3
483,Taylor Swift,"Fearless / I'm Yours / Hey, Soul Sister (Live/2011)",joy,0.08012271,0.05,0.3,0.8224865,0.183333333
484,Eminem,My Name Is (Snippet),joy,0.002389493,0.005222829,0.3,0.91477543,0.066666667
485,Eminem,Facebook Q&A,joy,0.1,0.016666667,0.1075362,0.8105112,0.183333333
486,Nicki Minaj,Barbie World (Intro),joy,0.011746407,0.2,0.05,0.964259,0.516666667
487,Taylor Swift,Thug Story,joy,0.005549489,0.001413086,0.714285714,0.9545806,0.178571429
488,Justin Bieber,We Were Born For This,joy,0.48264858,0.183333333,0.3342584,0.17486347,0.45
489,Justin Bieber,Love Yourself (Brynny x Teddy Cream Bootleg),joy,0.00266997,0.09454846,0.283333333,0.083333333,0.89177936
490,Nicki Minaj,Favorite,joy,0.033333333,0.316666667,0.45,0.8970979,0.07277266
491,Maroon 5,Don’t Wanna Know (Solo),joy,0.05,0.3529022,0.1,0.466666667,0.6330037
492,Lady Gaga,Applause (Purity Ring Remix),joy,0.017569888,0.016666667,0.216666667,0.9410978,0.766666667
493,Eminem,Canibus Impression Freestyle,joy,0.009068284,0.848484848,0.9877779,0.060606061,0.060606061
494,Lady Gaga,Galera,joy,0.79296553,0.05,0.083333333,0.483333333,0.316666667
495,Lady Gaga,Just dance - Love Game - Telephone (ACT III),joy,0.066666667,0.05,0.25,0.97629195,0.516666667
496,Justin Bieber,Fa La La (Acapella),joy,0.073669896,0.25,0.083333333,0.51239824,0.41108993
497,Eminem,What Time You Sucking It*,joy,0.25,0.000761505,0.683333333,0.7115918,0.028730536
498,Selena Gomez,Slow Down (DJLW Remix),joy,0.028075013,0.05,0.133333333,0.66584146,0.5
499,Maroon 5,Everyday People,joy,0.05187406,0.8445342,0.533333333,0.030972596,0.1
500,Billie Eilish,​bellyache,joy,0.166666667,0.4,0.07839055,0.8602607,0.233333333
501,Eminem,Eminem Freestyles on Tim Westwood | 2009,joy,0.025018733,0.052631579,0.4845139,0.48870686,0.385964912
502,Taylor Swift,Delicate (Radio Disney Version),joy,0.166666667,0.1,0.15,0.183333333,0.99376065
503,Maroon 5,Three Little Birds,joy,0.07384269,0.016666667,0.35,0.8729801,0.483333333
504,Justin Bieber,Old School Flow,joy,0.03975368,0.066666667,0.616666667,0.8730605,0.166666667
505,Maroon 5,What Lovers Do (Slushii Remix),joy,0.016666667,0.033333333,0.333333333,0.533333333,0.9436345
506,Nicki Minaj,Get Silly,joy,0.006069768,0.083333333,0.783333333,0.95346856,0.083333333
507,Lady Gaga,Wundaland (Demo),joy,0.004625218,0.047619048,0.428571429,0.9868374,0.380952381
508,Nicki Minaj,Trini Dem Girls,joy,0.017857143,0.053571429,0.5,0.99296546,0.267857143
509,Post Malone,Iâam Gonna Be,joy,0.010083298,0.002718281,0.105925545,0.8667315,0.014541248
510,Justin Bieber,Baby,joy,0.07086683,0.26964533,0.616666667,0.052164827,0.60219604
511,Nicki Minaj,Everywhere We Go,joy,0.008638414,0.001800027,0.142857143,0.90455675,0.119047619
512,Eminem,Fubba U Cubba Cubba,joy,0.010719642,0.033333333,0.5,0.9370168,0.116666667
513,Nicki Minaj,Pound the Alarm (Nick Lees mix),joy,0.016666667,0.05,0.15,0.9704836,0.383333333
514,Eminem,MC Hammer vs. Vanilla Ice,joy,0.0549257,0.2,0.316666667,0.7113498,0.016666667
515,Billie Eilish,​when the party’s over (Live at Third Man Records),joy,0.683333333,0.2,0.044297304,0.879572,0.05
516,Eminem,Crack a Bottle,joy,0.07695709,0.05,0.75,0.5901794,0.033333333
517,Eminem,Just the Two of Us,joy,0.018736243,0.066666667,0.516666667,0.416666667,0.7591103
518,Lady Gaga,Christmas Tree,joy,0.018518519,0.111111111,0.277777778,0.95725924,0.5
519,Eminem,Em360 Rapcity Backroom Freestyle,joy,0.07491316,0.016666667,0.17101592,0.916666667,0.033333333
520,Taylor Swift,gold rush,joy,0.38405502,0.616666667,0.3177786,0.2871813,0.3
521,Justin Bieber,Been You,joy,0.004217987,0.8208428,0.166666667,0.116666667,0.683333333
522,Selena Gomez,Slow Down,joy,0.033333333,0.016666667,0.216666667,0.60746324,0.6
523,Taylor Swift,I Heart ?,joy,0.033333333,0.233333333,0.6,0.02453418,0.7843952
524,Justin Bieber,Yummy,joy,0.009673198,0.066666667,0.116666667,0.9692452,0.25
525,Taylor Swift,Sparks Fly,joy,0.016666667,0.166666667,0.25,0.1,0.97827667
526,Eminem,My Name Is (Original),joy,0.00209665,0.003230593,0.316666667,0.9527838,0.066666667
527,Eminem,Radio Freestyle 3,joy,0.24954109,0.017537054,0.263157895,0.684210526,0.052631579
528,Maroon 5,Bet My Heart,joy,0.003520814,0.09209342,0.3,0.216666667,0.8996817
529,Lady Gaga,The DJ Vice Megamix,joy,0.066666667,0.633333333,0.133333333,0.985898,0.066666667
530,Lady Gaga,The Cure,joy,0.05,0.15,0.266666667,0.266666667,0.9931126
531,Selena Gomez,Boyfriend,joy,0.037037037,0.092592593,0.185185185,0.425925926,0.9251646
532,Justin Bieber,Believe,joy,0.12559418,0.14326967,0.4979581,0.06765019,0.533333333
533,Taylor Swift,Check Out This View,joy,0.010310889,0.216666667,0.1,0.2,0.96124786
534,Taylor Swift,I Wish You Would (Voice Memo),joy,0.093023256,0.279069767,0.023255814,0.9506431,0.395348837
535,Post Malone,White Iverson (Remix),joy,0.216666667,0.133333333,0.25,0.99159825,0.116666667
536,Post Malone,In Bloom,joy,0.083333333,0.183333333,0.516666667,0.98394334,0.183333333
537,Lady Gaga,"Eh, Eh (Nothing Else I Can Say) - Piano and Human Beat Box Version",joy,0.055054378,0.1930823,0.116666667,0.32835022,0.766666667
538,Lady Gaga,Just Dance,joy,0.004470822,0.016666667,0.366666667,0.9875799,0.433333333
539,Selena Gomez,Higher Or Heaven*,joy,0.075538516,0.316666667,0.233333333,0.3,0.82717294
540,Taylor Swift,ME! (Live from Paris),joy,0.033333333,0.116666667,0.05,0.35,0.90604943
541,Maroon 5,Girls Like You (Cray Remix),joy,0.016666667,0.033333333,0.3,0.466666667,0.95605934
542,Maroon 5,In Your Pocket,joy,0.033333333,0.6848422,0.1,0.383333333,0.28850502
543,Eminem,Radio Freestyle 1,joy,0.031053904,0.021276596,0.12868412,0.83616376,0.425531915
544,Eminem,8 Mile: Trailer Freestyle,joy,0.1,0.033333333,0.283333333,0.8012003,0.116666667
545,Eminem,The Slim Shady Show Freestyle,joy,0.016666667,0.73199,0.516666667,0.416666667,0.036245722
546,Justin Bieber,Drummer Boy,joy,0.005890726,0.066666667,0.383333333,0.98138475,0.433333333
547,Justin Bieber,Only Thing I Ever Get for Christmas,joy,0.10410558,0.1,0.233333333,0.3469447,0.5349912
548,Post Malone,"Takin, Shots",joy,0.033333333,0.066666667,0.75,0.97480017,0.05
549,Selena Gomez,Slow Down (Smash Mode Remix),joy,0.01307719,0.000527485,0.1,0.8298349,0.7
550,Nicki Minaj,I Love My Range Rover,joy,0.002160144,0.225,0.4,0.95769703,0.2
551,Lady Gaga,I Wanna Be With U,joy,0.5315674,0.15,0.116666667,0.43893382,0.533333333
552,Eminem,The Real Slim Shady (Murda Mixtape Version),joy,0.266666667,0.033333333,0.666666667,0.94557756,0.002304076
553,Lady Gaga,Do What U Want (Steven Redant Madrid Radio Remix),joy,0.016666667,0.133333333,0.1,0.80582494,0.5
554,Selena Gomez,Rare (80's Version),joy,0.016666667,0.283333333,0.166666667,0.216666667,0.7527164
555,Lady Gaga,Summerboy,joy,0.017450815,0.012033666,0.466666667,0.5335073,0.4326899
556,Eminem,My Mom,joy,0.016666667,0.016666667,0.8,0.9068225,0.066666667
557,Maroon 5,Hello,joy,0.018192068,0.9204734,0.566666667,0.183333333,0.1
558,Justin Bieber,Mistletoe,joy,0.005723967,0.233333333,0.416666667,0.86524004,0.266666667
559,Lady Gaga,Why Did You Do That?,joy,0.066666667,0.05,0.13468935,0.8240225,0.316666667
560,Selena Gomez,New Classic (Single Version),joy,0.29557532,0.066666667,0.733333333,0.6243013,0.15
561,Eminem,My Name Is (Original Version),joy,0.001876407,0.002457708,0.55,0.96759105,0.016666667
562,Justin Bieber,One Time,joy,0.001576716,0.01970952,0.65,0.283333333,0.97637856
563,Eminem,Role Model (Clean Version),joy,0.006994679,0.016666667,0.7,0.90985835,0.233333333
564,Nicki Minaj,Starships,joy,0.01424254,0.083333333,0.466666667,0.90901464,0.366666667
565,Justin Bieber,Pick Me,joy,0.000807835,0.000940428,0.433333333,0.4,0.9860534
566,Post Malone,Crazy Little Thing Called Love,joy,0.051724138,0.482758621,0.086206897,0.94731545,0.120689655
567,Nicki Minaj,Freedom,joy,0.05,0.047577783,0.46686354,0.45060572,0.55
568,Lady Gaga,Smile (One World: Together At Home),joy,0.12244898,0.020408163,0.102040816,0.857358,0.591836735
569,Eminem,Those Kinda Nights,joy,0.00887337,0.118644068,0.559322034,0.8296233,0.169491525
570,Maroon 5,Sunday Morning (Demo),joy,0.08459067,0.183333333,0.083333333,0.65,0.5790198
571,Billie Eilish,​come out and play (live),joy,0.45,0.283333333,0.002675917,0.18565434,0.7296752
572,Justin Bieber,U Smile,joy,0.066666667,0.116666667,0.266666667,0.1,0.9864558
573,Lady Gaga,Wonderful,joy,0.116666667,0.14401187,0.216666667,0.116666667,0.82064575
574,Maroon 5,Goodnight Goodnight (Deerhoof Remix),joy,0.08474074,0.89655167,0.066666667,0.166666667,0.15
575,Eminem,The Conspiracy Freestyle,joy,0.029331168,0.003811338,0.7643492,0.20193738,0.375
576,Eminem,Tim Westwood Freestyle,joy,0.01466277,0.052631579,0.122807018,0.9184084,0.385964912
577,Eminem,Freestyle (Gone Crazy),joy,0.004148293,0.00072837,0.5,0.98647004,0.166666667
